,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,InfoDate
1819,49,Travel_Rarely,Sales,7,2,Life Sciences,1,1820,Female,2,Healthcare Representative,Married,89980,1,Y,14,8,2,9,2,9,7,7,31/12/2016
1820,55,Travel_Rarely,Human Resources,16,3,Technical Degree,1,1821,Male,4,Manufacturing Director,Single,43190,4,Y,11,8,0,12,3,9,7,3,31/12/2016
1821,43,Travel_Rarely,Research & Development,25,2,Medical,1,1822,Male,2,Healthcare Representative,Married,61320,6,Y,13,8,0,22,3,4,1,0,31/12/2016
1822,27,Travel_Rarely,Sales,2,4,Medical,1,1823,Male,2,Manager,Divorced,33460,1,Y,21,8,1,9,2,9,0,8,31/12/2016
1823,35,Travel_Rarely,Research & Development,1,3,Medical,1,1824,Male,1,Research Director,Single,108550,3,Y,13,8,1,17,2,8,1,6,31/12/2016
1824,28,Travel_Rarely,Sales,1,2,Technical Degree,1,1825,Female,1,Sales Executive,Married,22310,1,Y,12,8,0,8,3,8,7,5,31/12/2016
1825,34,Travel_Rarely,Sales,2,5,Life Sciences,1,1826,Male,4,Research Scientist,Married,23230,0,Y,17,8,0,4,2,3,0,2,31/12/2016
1826,26,Travel_Frequently,Research & Development,22,4,Other,1,1827,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7,31/12/2016
1827,27,Non-Travel,Sales,1,3,Technical Degree,1,1828,Female,1,Sales Executive,Married,27130,1,Y,11,8,0,0,2,0,0,0,31/12/2016
1828,51,Travel_Rarely,Sales,16,3,Medical,1,1829,Male,3,Research Scientist,Married,94390,2,Y,15,8,3,29,0,20,4,17,31/12/2016
1829,44,Travel_Rarely,Sales,24,5,Medical,1,1830,Female,1,Sales Executive,Single,25660,9,Y,11,8,1,10,3,5,2,3,31/12/2016
1830,25,Travel_Rarely,Research & Development,17,3,Medical,1,1831,Male,1,Laboratory Technician,Single,199260,7,Y,11,8,3,6,5,4,0,1,31/12/2016
1831,33,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1832,Male,3,Laboratory Technician,Divorced,24510,1,Y,13,8,1,9,3,9,0,8,31/12/2016
1832,35,Travel_Rarely,Sales,6,4,Medical,1,1833,Female,2,Manager,Single,94190,1,Y,24,8,1,6,5,6,1,1,31/12/2016
1833,36,Travel_Rarely,Sales,10,4,Marketing,1,1834,Male,3,Manager,Married,86860,1,Y,13,8,0,18,2,18,4,11,31/12/2016
1834,32,Travel_Rarely,Research & Development,3,4,Medical,1,1835,Female,4,Sales Executive,Divorced,30380,2,Y,20,8,0,8,3,5,0,3,31/12/2016
1835,30,Travel_Frequently,Research & Development,4,5,Medical,1,1836,Male,5,Sales Representative,Divorced,30580,9,Y,14,8,1,10,2,5,0,3,31/12/2016
1836,53,Travel_Rarely,Sales,6,3,Marketing,1,1837,Male,4,Sales Executive,Married,23250,7,Y,18,8,1,35,1,5,0,4,31/12/2016
1837,45,Travel_Rarely,Research & Development,1,5,Technical Degree,1,1838,Male,2,Healthcare Representative,Divorced,20880,4,Y,15,8,3,18,2,5,0,2,31/12/2016
1838,32,Travel_Rarely,Sales,10,3,Marketing,1,1839,Female,1,Human Resources,Married,30720,5,Y,12,8,0,9,4,5,1,3,31/12/2016
1839,52,Travel_Frequently,Research & Development,1,1,Life Sciences,1,1840,Male,2,Laboratory Technician,Married,50060,3,Y,16,8,1,31,2,9,0,0,31/12/2016
1840,37,Travel_Rarely,Sales,24,2,Life Sciences,1,1841,Female,4,Laboratory Technician,Divorced,42570,4,Y,15,8,0,9,2,1,0,0,31/12/2016
1841,28,Travel_Rarely,Research & Development,21,4,Life Sciences,1,1842,Female,1,Healthcare Representative,Divorced,25000,1,Y,16,8,2,6,3,5,0,4,31/12/2016
1842,22,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1843,Male,1,Sales Representative,Married,11020,6,Y,19,8,0,4,3,2,2,2,31/12/2016
1843,44,Travel_Rarely,Research & Development,22,3,Medical,1,1844,Female,1,Laboratory Technician,Married,104530,2,Y,11,8,1,10,2,3,0,2,31/12/2016
1844,42,Travel_Frequently,Sales,13,4,Life Sciences,1,1845,Female,2,Laboratory Technician,Single,22880,5,Y,16,8,1,8,4,2,2,2,31/12/2016
1845,36,Travel_Rarely,Research & Development,14,3,Other,1,1846,Male,2,Research Scientist,Married,39290,0,Y,24,8,0,6,6,5,0,3,31/12/2016
1846,25,Travel_Rarely,Sales,11,3,Life Sciences,1,1847,Female,1,Laboratory Technician,Married,23110,1,Y,11,8,1,5,2,5,0,3,31/12/2016
1847,35,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1848,Female,1,Healthcare Representative,Married,31400,1,Y,13,8,1,17,2,17,5,15,31/12/2016
1848,35,Travel_Frequently,Sales,8,2,Marketing,1,1849,Female,1,Laboratory Technician,Divorced,36900,1,Y,13,8,1,10,2,10,7,8,31/12/2016
1849,32,Non-Travel,Research & Development,21,3,Life Sciences,1,1850,Male,1,Sales Executive,Divorced,44500,0,Y,13,8,0,4,3,3,0,2,31/12/2016
1850,25,Travel_Rarely,Sales,5,3,Marketing,1,1851,Female,4,Research Scientist,Married,27560,1,Y,12,8,2,5,2,5,0,3,31/12/2016
1851,49,Travel_Rarely,Sales,9,3,Technical Degree,1,1852,Female,2,Sales Representative,Married,190330,2,Y,18,8,1,7,5,4,0,2,31/12/2016
1852,24,Non-Travel,Research & Development,2,5,Technical Degree,1,1853,Male,2,Healthcare Representative,Married,187220,0,Y,22,8,1,6,3,5,3,4,31/12/2016
1853,32,Travel_Frequently,Research & Development,12,5,Medical,1,1854,Male,1,Research Scientist,Married,95470,1,Y,13,8,1,10,3,10,5,3,31/12/2016
1854,38,Travel_Rarely,Sales,22,2,Medical,1,1855,Male,1,Sales Executive,Married,137340,0,Y,13,8,0,3,3,2,1,2,31/12/2016
1855,42,Travel_Rarely,Research & Development,18,1,Technical Degree,1,1856,Female,2,Research Scientist,Married,199990,2,Y,23,8,1,17,6,5,1,3,31/12/2016
1856,31,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1857,Female,3,Sales Executive,Married,22790,3,Y,12,8,1,8,3,6,0,2,31/12/2016
1857,29,Travel_Rarely,Sales,3,3,Marketing,1,1858,Male,3,Laboratory Technician,Divorced,59160,6,Y,12,8,0,5,2,3,0,2,31/12/2016
1858,53,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1859,Male,1,Sales Representative,Married,20890,5,Y,16,8,0,28,2,2,2,2,31/12/2016
1859,35,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1860,Male,3,Healthcare Representative,Married,167920,3,Y,12,8,1,16,3,13,4,8,31/12/2016
1860,37,Travel_Frequently,Research & Development,13,4,Life Sciences,1,1861,Female,3,Human Resources,Married,35640,5,Y,11,8,0,10,1,5,0,0,31/12/2016
1861,53,Travel_Rarely,Research & Development,1,1,Medical,1,1862,Male,1,Sales Executive,Single,44250,6,Y,22,8,1,33,2,12,3,8,31/12/2016
1862,43,Travel_Frequently,Research & Development,1,3,Medical,1,1863,Male,1,Laboratory Technician,Married,52650,4,Y,11,8,1,12,4,5,2,2,31/12/2016
1863,47,Travel_Rarely,Sales,15,4,Marketing,1,1864,Female,3,Research Director,Married,65530,0,Y,15,8,0,8,2,7,7,7,31/12/2016
1864,37,Non-Travel,Research & Development,1,5,Medical,1,1865,Female,2,Research Scientist,Single,62610,1,Y,12,8,0,10,1,10,0,9,31/12/2016
1865,50,Non-Travel,Research & Development,17,3,Medical,1,1866,Female,1,Laboratory Technician,Divorced,42980,1,Y,20,8,1,31,6,31,14,7,31/12/2016
1866,39,Travel_Rarely,Research & Development,1,3,Other,1,1867,Female,3,Human Resources,Married,68040,8,Y,14,8,1,13,3,5,0,4,31/12/2016
1867,33,Travel_Rarely,Sales,7,3,Life Sciences,1,1868,Male,2,Manufacturing Director,Divorced,38150,3,Y,11,8,1,7,3,4,0,3,31/12/2016
1868,32,Travel_Rarely,Research & Development,9,1,Medical,1,1869,Female,1,Laboratory Technician,Single,27410,1,Y,15,8,1,1,5,1,0,1,31/12/2016
1869,29,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1870,Female,4,Healthcare Representative,Divorced,66730,6,Y,12,8,1,8,2,4,0,3,31/12/2016
1870,44,Travel_Rarely,Research & Development,26,2,Life Sciences,1,1871,Male,2,Manufacturing Director,Married,76390,1,Y,14,8,0,8,6,8,7,1,31/12/2016
1871,28,Travel_Rarely,Sales,24,5,Life Sciences,1,1872,Female,1,Research Scientist,Single,23280,1,Y,11,8,2,4,3,4,0,2,31/12/2016
1872,58,Travel_Frequently,Sales,9,2,Technical Degree,1,1873,Male,1,Sales Executive,Divorced,21530,9,Y,11,8,0,3,3,1,0,0,31/12/2016
1873,43,Travel_Rarely,Sales,7,4,Marketing,1,1874,Male,2,Sales Executive,Divorced,48760,4,Y,16,8,2,4,4,1,0,0,31/12/2016
1874,20,Travel_Rarely,Research & Development,11,3,Medical,1,1875,Male,2,Sales Executive,Single,93960,1,Y,12,8,0,2,6,2,0,2,31/12/2016
1875,21,Travel_Rarely,Research & Development,1,3,Medical,1,1876,Male,2,Sales Executive,Single,104000,1,Y,13,8,1,1,2,1,0,0,31/12/2016
1876,36,Travel_Rarely,Research & Development,26,4,Medical,1,1877,Male,1,Laboratory Technician,Married,84740,0,Y,14,8,0,17,3,16,4,11,31/12/2016
1877,47,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1878,Male,2,Manufacturing Director,Single,99810,1,Y,21,8,1,3,3,3,1,2,31/12/2016
1878,22,Travel_Rarely,Research & Development,15,4,Life Sciences,1,1879,Female,1,Laboratory Technician,Married,124900,0,Y,13,8,0,4,3,3,0,2,31/12/2016
1879,41,Travel_Rarely,Research & Development,23,3,Life Sciences,1,1880,Female,2,Sales Executive,Divorced,26570,4,Y,11,8,0,10,3,7,1,0,31/12/2016
1880,28,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1881,Female,3,Manager,Divorced,135910,5,Y,20,8,1,6,2,2,2,2,31/12/2016
1881,39,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1882,Female,4,Human Resources,Married,66960,7,Y,11,8,0,8,3,2,2,2,31/12/2016
1882,27,Travel_Rarely,Research & Development,1,3,Medical,1,1883,Male,1,Research Scientist,Single,20580,1,Y,14,8,1,1,5,1,0,0,31/12/2016
1883,34,Travel_Rarely,Research & Development,12,2,Technical Degree,1,1884,Male,2,Human Resources,Divorced,88650,1,Y,11,8,1,1,0,1,1,0,31/12/2016
1884,42,Travel_Rarely,Sales,11,1,Technical Degree,1,1885,Male,2,Human Resources,Single,59400,7,Y,16,8,0,10,2,5,0,3,31/12/2016
1885,33,Travel_Rarely,Sales,2,3,Marketing,1,1886,Female,1,Sales Executive,Single,59140,3,Y,16,8,1,6,4,3,0,2,31/12/2016
1886,58,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1887,Male,1,Research Scientist,Divorced,26220,2,Y,23,8,0,24,3,6,0,4,31/12/2016
1887,31,Travel_Rarely,Sales,1,3,Life Sciences,1,1888,Female,1,Sales Representative,Married,121850,3,Y,14,8,0,13,2,7,5,2,31/12/2016
1888,35,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1889,Male,3,Healthcare Representative,Married,106090,1,Y,22,8,0,10,3,10,0,7,31/12/2016
1889,49,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1890,Female,2,Sales Executive,Married,43450,4,Y,15,8,0,29,3,26,1,7,31/12/2016
1890,48,Travel_Rarely,Research & Development,1,4,Medical,1,1891,Male,1,Research Scientist,Married,21770,4,Y,18,8,0,13,4,0,0,0,31/12/2016
1891,31,Non-Travel,Research & Development,1,2,Technical Degree,1,1892,Female,2,Sales Executive,Married,27930,1,Y,16,8,0,9,4,9,0,0,31/12/2016
1892,36,Travel_Rarely,Human Resources,2,4,Technical Degree,1,1893,Male,1,Sales Executive,Single,79180,2,Y,12,8,2,8,3,6,0,1,31/12/2016
1893,38,Travel_Rarely,Sales,6,3,Other,1,1894,Male,2,Sales Executive,Married,87890,1,Y,11,8,3,15,4,15,5,11,31/12/2016
1894,32,Non-Travel,Sales,18,3,Marketing,1,1895,Male,1,Laboratory Technician,Married,23890,6,Y,12,8,1,5,4,3,0,2,31/12/2016
1895,25,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1896,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0,31/12/2016
1896,40,Travel_Rarely,Research & Development,1,4,Medical,1,1897,Male,2,Research Scientist,Divorced,192320,2,Y,14,8,1,11,3,1,0,0,31/12/2016
1897,26,Travel_Frequently,Sales,11,3,Marketing,1,1898,Male,2,Healthcare Representative,Single,22670,1,Y,19,8,3,7,2,7,0,7,31/12/2016
1898,41,Travel_Rarely,Research & Development,1,4,Medical,1,1899,Male,1,Research Scientist,Single,195170,2,Y,13,8,0,20,5,18,2,17,31/12/2016
1899,36,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1900,Female,2,Healthcare Representative,Single,24360,4,Y,13,8,0,16,3,11,3,9,31/12/2016
1900,19,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1901,Male,2,Research Scientist,Single,160640,1,Y,15,8,1,1,3,1,0,0,31/12/2016
1901,20,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1902,Female,3,Laboratory Technician,Single,27070,1,Y,11,8,0,1,2,1,0,0,31/12/2016
1902,31,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1903,Male,4,Research Director,Married,190680,0,Y,12,8,0,10,1,9,8,5,31/12/2016
1903,40,Travel_Frequently,Sales,1,3,Marketing,1,1904,Male,1,Research Scientist,Divorced,39310,8,Y,19,8,0,3,2,1,0,0,31/12/2016
1904,32,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1905,Male,4,Laboratory Technician,Married,37300,1,Y,25,8,1,8,4,8,6,3,31/12/2016
1905,36,Travel_Rarely,Research & Development,10,3,Medical,1,1906,Male,3,Sales Executive,Married,22320,1,Y,12,8,1,16,2,16,3,7,31/12/2016
1906,33,Travel_Rarely,Research & Development,1,4,Medical,1,1907,Female,4,Manufacturing Director,Single,44650,0,Y,13,8,0,6,3,5,1,4,31/12/2016
1907,37,Travel_Rarely,Sales,10,4,Marketing,1,1908,Female,3,Human Resources,Married,30720,5,Y,14,8,0,17,3,14,11,7,31/12/2016
1908,45,Non-Travel,Research & Development,8,1,Life Sciences,1,1909,Male,2,Sales Executive,Married,33190,1,Y,12,8,1,9,3,9,0,8,31/12/2016
1909,29,Travel_Frequently,Research & Development,29,1,Life Sciences,1,1910,Male,1,Sales Representative,Married,192020,1,Y,12,8,0,3,5,3,0,2,31/12/2016
1910,35,Travel_Rarely,Human Resources,1,3,Human Resources,1,1911,Male,3,Laboratory Technician,Married,136750,1,Y,15,8,3,5,5,5,1,0,31/12/2016
1911,52,Travel_Rarely,Research & Development,5,4,Other,1,1912,Male,1,Laboratory Technician,Married,29110,2,Y,17,8,2,26,3,9,7,8,31/12/2016
1912,58,Travel_Rarely,Sales,9,2,Medical,1,1913,Female,4,Sales Executive,Single,59570,4,Y,14,8,1,7,2,1,0,0,31/12/2016
1913,53,Travel_Rarely,Research & Development,9,3,Technical Degree,1,1914,Male,1,Manager,Divorced,39200,6,Y,16,8,1,22,3,17,15,2,31/12/2016
1914,30,Travel_Rarely,Sales,3,4,Marketing,1,1915,Male,1,Sales Executive,Divorced,64340,5,Y,14,8,1,10,3,8,7,7,31/12/2016
1915,38,Non-Travel,Sales,4,3,Life Sciences,1,1916,Male,2,Research Director,Single,100480,1,Y,23,8,1,6,2,5,1,3,31/12/2016
1916,35,Travel_Rarely,Sales,1,2,Life Sciences,1,1917,Female,2,Healthcare Representative,Divorced,109380,6,Y,14,8,2,12,2,10,0,8,31/12/2016
1917,39,Travel_Rarely,Sales,1,1,Marketing,1,1918,Male,2,Research Scientist,Single,23400,0,Y,11,8,1,9,2,8,0,7,31/12/2016
1918,40,Non-Travel,Research & Development,2,4,Life Sciences,1,1919,Male,1,Human Resources,Single,65450,4,Y,15,8,0,22,2,1,0,0,31/12/2016
1919,47,Travel_Frequently,Research & Development,7,4,Life Sciences,1,1920,Male,3,Sales Executive,Divorced,69310,1,Y,11,8,0,20,3,19,2,7,31/12/2016
1920,36,Non-Travel,Sales,28,1,Life Sciences,1,1921,Male,2,Research Scientist,Divorced,48980,4,Y,13,8,1,12,3,7,0,7,31/12/2016
1921,31,Non-Travel,Research & Development,28,4,Medical,1,1922,Male,2,Research Scientist,Single,25930,0,Y,21,8,0,4,2,3,1,2,31/12/2016
1922,33,Non-Travel,Sales,15,3,Other,1,1923,Male,4,Research Director,Single,194360,1,Y,19,8,2,10,4,10,6,0,31/12/2016
1923,29,Travel_Rarely,Human Resources,3,5,Life Sciences,1,1924,Male,1,Sales Executive,Single,27230,6,Y,11,8,1,3,2,0,0,0,31/12/2016
1924,33,Travel_Rarely,Research & Development,2,2,Technical Degree,1,1925,Male,2,Laboratory Technician,Single,34790,3,Y,12,8,0,5,3,3,0,2,31/12/2016
1925,45,Travel_Rarely,Research & Development,26,1,Medical,1,1926,Female,3,Healthcare Representative,Divorced,27940,3,Y,19,8,1,8,2,5,0,2,31/12/2016
1926,50,Travel_Rarely,Sales,10,1,Life Sciences,1,1927,Female,1,Manufacturing Director,Divorced,52490,9,Y,21,8,2,32,2,5,1,3,31/12/2016
1927,33,Travel_Frequently,Sales,1,3,Marketing,1,1928,Male,2,Human Resources,Married,21760,1,Y,14,8,1,6,2,6,1,2,31/12/2016
1928,41,Travel_Frequently,Sales,11,3,Other,1,1929,Male,1,Laboratory Technician,Divorced,168720,2,Y,15,8,1,21,2,18,0,11,31/12/2016
1929,27,Travel_Rarely,Research & Development,20,4,Other,1,1930,Male,2,Manufacturing Director,Married,34850,9,Y,17,8,2,4,2,2,2,2,31/12/2016
1930,45,Non-Travel,Sales,2,3,Medical,1,1931,Female,1,Sales Executive,Married,66440,1,Y,12,8,0,9,3,9,0,8,31/12/2016
1931,47,Travel_Rarely,Sales,18,4,Medical,1,1932,Female,2,Research Scientist,Single,55820,1,Y,16,8,0,9,3,9,0,7,31/12/2016
1932,30,Travel_Rarely,Sales,2,3,Life Sciences,1,1933,Male,2,Healthcare Representative,Married,40000,4,Y,12,8,0,7,5,5,0,1,31/12/2016
1933,50,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1934,Female,2,Sales Executive,Married,134960,3,Y,18,8,1,22,3,12,1,5,31/12/2016
1934,38,Travel_Frequently,Research & Development,13,3,Technical Degree,1,1935,Male,1,Manufacturing Director,Married,32100,0,Y,17,8,2,3,5,2,0,2,31/12/2016
1935,46,Travel_Rarely,Research & Development,28,3,Medical,1,1936,Female,3,Human Resources,Divorced,190450,6,Y,11,8,3,13,2,8,0,7,31/12/2016
1936,24,Travel_Rarely,Sales,28,3,Life Sciences,1,1937,Female,1,Healthcare Representative,Divorced,118490,1,Y,16,8,1,5,3,4,3,2,31/12/2016
1937,35,Travel_Rarely,Sales,24,3,Medical,1,1938,Male,3,Healthcare Representative,Divorced,20700,1,Y,13,8,3,5,1,4,0,2,31/12/2016
1938,31,Travel_Frequently,Research & Development,5,2,Technical Degree,1,1939,Male,2,Sales Executive,Married,65020,1,Y,12,8,0,4,3,4,0,3,31/12/2016
1939,18,Non-Travel,Sales,5,4,Other,1,1940,Male,2,Manager,Single,32300,1,Y,12,8,1,0,3,0,0,0,31/12/2016
1940,54,Travel_Rarely,Sales,23,3,Medical,1,1941,Female,1,Laboratory Technician,Married,136030,8,Y,13,8,1,22,2,10,0,8,31/12/2016
1941,35,Travel_Rarely,Research & Development,6,4,Medical,1,1942,Female,1,Manufacturing Director,Divorced,119960,1,Y,19,8,2,16,3,16,10,1,31/12/2016
1942,30,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1943,Female,5,Healthcare Representative,Married,56050,0,Y,12,8,1,9,0,8,1,7,31/12/2016
1943,20,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1944,Female,2,Research Scientist,Single,63970,1,Y,17,8,1,1,3,1,0,0,31/12/2016
1944,30,Travel_Frequently,Research & Development,8,4,Medical,1,1945,Male,1,Sales Executive,Single,191440,0,Y,11,8,0,4,3,3,1,2,31/12/2016
1945,26,Travel_Rarely,Sales,1,3,Marketing,1,1946,Female,2,Research Scientist,Married,175840,1,Y,20,8,0,8,2,8,1,3,31/12/2016
1946,22,Travel_Rarely,Research & Development,8,3,Other,1,1947,Male,2,Sales Representative,Married,49070,1,Y,21,8,1,4,2,4,1,1,31/12/2016
1947,48,Travel_Rarely,Human Resources,2,4,Medical,1,1948,Male,2,Sales Executive,Single,45540,2,Y,11,8,2,19,3,2,2,2,31/12/2016
1948,48,Travel_Rarely,Sales,3,3,Medical,1,1949,Male,1,Research Director,Single,54150,7,Y,11,8,1,27,1,15,4,8,31/12/2016
1949,41,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1950,Male,2,Research Scientist,Single,47410,6,Y,16,8,0,8,3,2,2,1,31/12/2016
1950,39,Travel_Rarely,Sales,2,3,Life Sciences,1,1951,Male,3,Human Resources,Married,21150,1,Y,18,8,0,21,3,21,11,8,31/12/2016
1951,27,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1952,Male,2,Human Resources,Married,31610,0,Y,13,8,2,4,0,3,2,2,31/12/2016
1952,35,Travel_Rarely,Sales,24,3,Medical,1,1953,Male,5,Sales Executive,Divorced,57450,1,Y,17,8,3,3,4,3,1,2,31/12/2016
1953,42,Travel_Rarely,Research & Development,23,4,Other,1,1954,Male,1,Research Scientist,Married,23730,6,Y,14,8,1,21,3,1,0,0,31/12/2016
1954,50,Travel_Rarely,Sales,27,3,Medical,1,1955,Male,2,Sales Executive,Married,33100,4,Y,22,8,1,8,3,1,0,0,31/12/2016
1955,59,Travel_Rarely,Research & Development,16,4,Medical,1,1956,Female,5,Laboratory Technician,Single,186650,3,Y,12,8,0,30,3,5,4,3,31/12/2016
1956,37,Travel_Rarely,Sales,15,3,Marketing,1,1957,Male,2,Laboratory Technician,Married,44850,5,Y,11,8,1,15,2,1,0,0,31/12/2016
1957,55,Travel_Frequently,Research & Development,26,2,Life Sciences,1,1958,Female,2,Sales Executive,Married,27890,3,Y,13,8,1,17,2,8,6,7,31/12/2016
1958,41,Non-Travel,Research & Development,19,1,Life Sciences,1,1959,Male,2,Research Scientist,Divorced,58280,1,Y,13,8,0,21,0,21,5,10,31/12/2016
1959,38,Travel_Rarely,Research & Development,24,2,Other,1,1960,Female,1,Laboratory Technician,Single,23260,8,Y,14,8,0,19,3,1,0,0,31/12/2016
1960,26,Non-Travel,Research & Development,21,1,Life Sciences,1,1961,Female,1,Manufacturing Director,Single,135250,8,Y,17,8,1,7,4,2,2,2,31/12/2016
1961,52,Travel_Rarely,Research & Development,5,4,Medical,1,1962,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9,31/12/2016
1962,44,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1963,Female,1,Healthcare Representative,Married,80200,3,Y,11,8,1,23,2,12,11,11,31/12/2016
1963,50,Non-Travel,Human Resources,2,2,Life Sciences,1,1964,Male,1,Laboratory Technician,Married,36880,0,Y,11,8,0,19,3,18,0,13,31/12/2016
1964,36,Travel_Rarely,Sales,2,4,Technical Degree,1,1965,Male,4,Sales Executive,Single,54820,1,Y,18,8,0,18,3,17,15,14,31/12/2016
1965,39,Travel_Frequently,Sales,11,3,Marketing,1,1966,Male,1,Sales Executive,Single,160150,1,Y,11,8,0,21,3,21,2,8,31/12/2016
1966,33,Non-Travel,Sales,9,2,Technical Degree,1,1967,Male,5,Sales Representative,Single,12000,0,Y,11,8,1,3,3,2,2,2,31/12/2016
1967,45,Travel_Rarely,Research & Development,7,2,Other,1,1968,Male,1,Human Resources,Married,56610,3,Y,12,8,0,26,2,9,1,1,31/12/2016
1968,32,Non-Travel,Research & Development,15,3,Medical,1,1969,Male,2,Manager,Single,69290,9,Y,20,8,0,10,6,8,7,7,31/12/2016
1969,34,Travel_Rarely,Sales,6,4,Marketing,1,1970,Male,2,Research Director,Divorced,96130,0,Y,12,8,1,16,5,15,0,9,31/12/2016
1970,59,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1971,Male,2,Research Scientist,Married,56740,3,Y,12,8,0,14,6,6,0,4,31/12/2016
1971,45,Travel_Rarely,Research & Development,16,1,Medical,1,1972,Male,2,Sales Executive,Single,54840,1,Y,20,8,3,6,6,6,0,4,31/12/2016
1972,53,Travel_Frequently,Sales,8,2,Medical,1,1973,Male,2,Research Scientist,Married,120610,2,Y,20,8,1,30,2,15,6,12,31/12/2016
1973,36,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1974,Female,1,Research Scientist,Divorced,56600,7,Y,12,8,0,9,3,1,0,0,31/12/2016
1974,26,Travel_Frequently,Sales,2,3,Life Sciences,1,1975,Male,2,Research Scientist,Married,48210,6,Y,14,8,2,6,2,3,1,2,31/12/2016
1975,34,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1976,Male,1,Sales Representative,Married,64100,1,Y,13,8,1,1,5,1,0,0,31/12/2016
1976,28,Travel_Rarely,Research & Development,10,3,Other,1,1977,Male,2,Sales Representative,Married,52100,1,Y,15,8,0,1,1,1,0,0,31/12/2016
1977,38,Travel_Frequently,Sales,9,4,Medical,1,1978,Male,2,Research Scientist,Married,26950,3,Y,14,8,1,8,4,2,2,2,31/12/2016
1978,50,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1979,Male,1,Sales Executive,Married,118780,2,Y,13,8,1,29,2,8,7,7,31/12/2016
1979,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1980,Male,1,Laboratory Technician,Single,170680,3,Y,23,8,0,8,6,4,0,1,31/12/2016
1980,40,Travel_Rarely,Human Resources,2,3,Medical,1,1981,Male,5,Sales Executive,Married,24550,1,Y,15,8,1,8,2,7,7,5,31/12/2016
1981,26,Travel_Frequently,Research & Development,3,3,Medical,1,1982,Male,2,Laboratory Technician,Divorced,139640,1,Y,11,8,2,5,1,5,1,3,31/12/2016
1982,46,Travel_Rarely,Research & Development,2,1,Medical,1,1983,Female,3,Research Scientist,Divorced,49410,9,Y,13,8,2,23,2,2,2,2,31/12/2016
1983,54,Travel_Rarely,Research & Development,5,3,Medical,1,1984,Female,2,Manufacturing Director,Married,24780,6,Y,11,8,0,13,0,9,7,0,31/12/2016
1984,56,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1985,Female,2,Manufacturing Director,Married,52280,2,Y,11,8,0,18,4,5,0,3,31/12/2016
1985,36,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1986,Female,2,Human Resources,Single,44780,0,Y,18,8,1,15,3,14,7,8,31/12/2016
1986,55,Non-Travel,Research & Development,2,3,Medical,1,1987,Female,2,Manager,Single,75470,7,Y,16,8,0,31,2,9,6,2,31/12/2016
1987,43,Travel_Rarely,Sales,25,2,Life Sciences,1,1988,Male,3,Research Scientist,Divorced,50550,5,Y,22,8,0,18,2,1,0,0,31/12/2016
1988,20,Travel_Frequently,Sales,8,3,Marketing,1,1989,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2,31/12/2016
1989,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1990,Male,1,Manager,Single,57750,1,Y,18,8,0,1,2,1,1,0,31/12/2016
